,MODELYEAR,MAKE,MODEL,VEHICLECLASS,ENGINESIZE,CYLINDERS,TRANSMISSION,FUELTYPE,FUELCONSUMPTION_CITY,FUELCONSUMPTION_HWY,FUELCONSUMPTION_COMB,FUELCONSUMPTION_COMB_MPG,CO2EMISSIONS
480,2014,GMC,YUKON XL 4WD,SUV - STANDARD,5.3,8,A6,E,21.5,14.6,18.4,15,294
481,2014,HONDA,ACCORD,MID-SIZE,2.4,4,AV,X,9.0,6.6,7.9,36,182
482,2014,HONDA,ACCORD,MID-SIZE,2.4,4,AV7,X,9.1,6.9,8.1,35,186
483,2014,HONDA,ACCORD,MID-SIZE,2.4,4,M6,X,10.1,6.9,8.7,32,200
484,2014,HONDA,ACCORD,MID-SIZE,3.5,6,A6,X,11.0,6.8,9.1,31,209
485,2014,HONDA,ACCORD,MID-SIZE,3.5,6,AS6,X,11.4,7.3,9.6,29,221
486,2014,HONDA,ACCORD,MID-SIZE,3.5,6,M6,X,13.0,8.4,10.9,26,251
487,2014,HONDA,ACCORD HYBRID,MID-SIZE,2.0,4,AV,X,4.7,4.9,4.8,59,110
488,2014,HONDA,CIVIC,COMPACT,1.8,4,AV,X,7.9,6.0,7.0,40,161
489,2014,HONDA,CIVIC,COMPACT,1.8,4,AV7,X,8.1,6.2,7.2,39,166
490,2014,HONDA,CIVIC,COMPACT,1.8,4,M5,X,8.5,6.6,7.6,37,175
491,2014,HONDA,CROSSTOUR AWD,SUV - SMALL,3.5,6,A6,X,12.5,8.5,10.7,26,246
492,2014,HONDA,CR-V,SUV - SMALL,2.4,4,A5,X,10.3,7.6,9.1,31,209
493,2014,HONDA,CR-V AWD,SUV - SMALL,2.4,4,A5,X,10.6,7.9,9.4,30,216
494,2014,HONDA,CR-Z,TWO-SEATER,1.5,4,AV7,X,6.6,6.0,6.3,45,145
495,2014,HONDA,CR-Z,TWO-SEATER,1.5,4,M6,X,7.6,6.1,6.9,41,159
496,2014,HONDA,FIT,STATION WAGON - SMALL,1.5,4,A5,X,8.3,6.5,7.5,38,172
497,2014,HONDA,FIT,STATION WAGON - SMALL,1.5,4,M5,X,8.3,6.9,7.7,37,177
498,2014,HONDA,ODYSSEY,MINIVAN,3.5,6,A6,X,12.3,8.5,10.6,27,244
499,2014,HONDA,PILOT,SUV - SMALL,3.5,6,A5,X,13.3,9.3,11.5,25,265
500,2014,HONDA,PILOT AWD,SUV - SMALL,3.5,6,A5,X,13.9,9.7,12.0,24,276
501,2014,HONDA,RIDGELINE AWD,PICKUP TRUCK - STANDARD,3.5,6,A5,X,15.2,11.3,13.4,21,308
502,2014,HYUNDAI,ACCENT,COMPACT,1.6,4,A6,X,8.8,6.3,7.7,37,177
503,2014,HYUNDAI,ACCENT,COMPACT,1.6,4,M6,X,8.7,6.4,7.7,37,177
504,2014,HYUNDAI,ELANTRA GT,MID-SIZE,2.0,4,A6,X,9.8,7.2,8.6,33,198
505,2014,HYUNDAI,ELANTRA GT,MID-SIZE,2.0,4,M6,X,9.8,7.0,8.5,33,196
506,2014,HYUNDAI,EQUUS,FULL-SIZE,5.0,8,A8,Z,15.7,10.2,13.2,21,304
507,2014,HYUNDAI,GENESIS,FULL-SIZE,3.8,6,A8,X,13.0,8.7,11.1,25,255
508,2014,HYUNDAI,SANTA FE,SUV - SMALL,3.3,6,A6,X,13.0,9.1,11.2,25,258
509,2014,HYUNDAI,SANTA FE 4WD,SUV - SMALL,3.3,6,A6,X,13.3,9.5,11.6,24,267
510,2014,HYUNDAI,SANTA FE SPORT,SUV - SMALL,2.4,4,A6,X,11.6,8.7,10.3,27,237
511,2014,HYUNDAI,SANTA FE SPORT 4WD,SUV - SMALL,2.0,4,A6,X,12.9,9.7,11.5,25,264
512,2014,HYUNDAI,SANTA FE SPORT 4WD,SUV - SMALL,2.4,4,A6,X,12.5,9.4,11.1,25,255
513,2014,HYUNDAI,SONATA,FULL-SIZE,2.0,4,A6,X,11.4,7.5,9.6,29,221
514,2014,HYUNDAI,SONATA,FULL-SIZE,2.4,4,A6,X,9.8,7.0,8.5,33,196
515,2014,HYUNDAI,SONATA HYBRID,MID-SIZE,2.4,4,AS6,X,6.5,5.9,6.2,46,143
516,2014,HYUNDAI,SONATA HYBRID LIMITED,MID-SIZE,2.4,4,AS6,X,6.6,5.9,6.3,45,145
517,2014,HYUNDAI,TUCSON,SUV - SMALL,2.0,4,A6,X,10.2,8.2,9.3,30,214
518,2014,HYUNDAI,TUCSON,SUV - SMALL,2.0,4,M6,X,11.4,8.6,10.1,28,232
519,2014,HYUNDAI,TUCSON,SUV - SMALL,2.4,4,A6,X,11.3,8.3,10.0,28,230
520,2014,HYUNDAI,TUCSON 4WD,SUV - SMALL,2.0,4,A6,X,11.4,9.3,10.5,27,242
521,2014,HYUNDAI,TUCSON 4WD,SUV - SMALL,2.4,4,A6,X,11.6,9.3,10.6,27,244
522,2014,HYUNDAI,VELOSTER,COMPACT,1.6,4,AM6,X,8.6,6.6,7.7,37,177
523,2014,HYUNDAI,VELOSTER,COMPACT,1.6,4,M6,X,9.1,6.7,8.0,35,184
524,2014,HYUNDAI,VELOSTER TURBO,COMPACT,1.6,4,A6,X,9.9,7.5,8.8,32,202
525,2014,HYUNDAI,VELOSTER TURBO,COMPACT,1.6,4,M6,X,9.7,7.1,8.5,33,196
526,2014,INFINITI,Q50,MID-SIZE,3.7,6,AS7,Z,12.0,8.0,10.2,28,235
527,2014,INFINITI,Q50 AWD,MID-SIZE,3.7,6,AS7,Z,12.6,8.7,10.8,26,248
528,2014,INFINITI,Q50 HYBRID,COMPACT,3.5,6,AS7,Z,8.2,6.7,7.5,38,172
529,2014,INFINITI,Q50 HYBRID AWD,COMPACT,3.5,6,AS7,Z,8.7,7.5,8.2,34,189
530,2014,INFINITI,Q60 AWD COUPE,SUBCOMPACT,3.7,6,AS7,Z,13.3,9.4,11.5,25,265
531,2014,INFINITI,Q60 CONVERTIBLE,SUBCOMPACT,3.7,6,AS7,Z,13.6,9.3,11.7,24,269
532,2014,INFINITI,Q60 CONVERTIBLE,SUBCOMPACT,3.7,6,M6,Z,14.3,9.8,12.3,23,283
533,2014,INFINITI,Q60 COUPE,SUBCOMPACT,3.7,6,AS7,Z,12.9,8.9,11.1,25,255
534,2014,INFINITI,Q60 COUPE,SUBCOMPACT,3.7,6,M6,Z,13.5,9.3,11.6,24,267
535,2014,INFINITI,Q70,MID-SIZE,3.7,6,AS7,Z,12.8,8.9,11.0,26,253
536,2014,INFINITI,Q70,MID-SIZE,5.6,8,AS7,Z,14.5,9.5,12.3,23,283
537,2014,INFINITI,Q70 AWD,MID-SIZE,3.7,6,AS7,Z,13.2,9.6,11.6,24,267
538,2014,INFINITI,Q70 AWD,MID-SIZE,5.6,8,AS7,Z,15.0,10.2,12.8,22,294
539,2014,INFINITI,Q70 HYBRID,MID-SIZE,3.5,6,AS7,Z,8.0,7.0,7.6,37,175
540,2014,INFINITI,QX50 AWD,STATION WAGON - SMALL,3.7,6,AS7,Z,13.6,9.6,11.8,24,271
541,2014,INFINITI,QX60,SUV - SMALL,3.5,6,AV,Z,11.9,9.0,10.6,27,244
542,2014,INFINITI,QX60 AWD,SUV - SMALL,3.5,6,AV,Z,12.3,9.3,11.0,26,253
543,2014,INFINITI,QX60 HYBRID AWD,SUV - STANDARD,2.5,4,AV,X,8.8,8.2,8.5,33,196
544,2014,INFINITI,QX70 AWD,SUV - SMALL,3.7,6,AS7,Z,14.5,10.7,12.8,22,294
545,2014,INFINITI,QX70 AWD,SUV - SMALL,5.0,8,AS7,Z,16.6,11.9,14.5,19,334
546,2014,INFINITI,QX80 4WD,SUV - STANDARD,5.6,8,AS7,Z,17.4,12.1,15.0,19,345
547,2014,JAGUAR,F-TYPE CONVERTIBLE,TWO-SEATER,3.0,6,AS8,Z,11.8,8.4,10.3,27,237
548,2014,JAGUAR,F-TYPE S CONVERTIBLE,TWO-SEATER,3.0,6,AS8,Z,12.2,8.7,10.6,27,244
549,2014,JAGUAR,F-TYPE V8 S CONVERTIBLE,TWO-SEATER,5.0,8,AS8,Z,15.0,10.2,12.8,22,294
550,2014,JAGUAR,XF,MID-SIZE,2.0,4,AS8,Z,12.3,8.2,10.5,27,242
551,2014,JAGUAR,XF 3.0L AWD,MID-SIZE,3.0,6,AS8,Z,14.7,9.1,12.2,23,281
552,2014,JAGUAR,XFR,MID-SIZE,5.0,8,AS8,Z,15.7,10.3,13.3,21,306
553,2014,JAGUAR,XFR,MID-SIZE,5.0,8,AS8,E,21.3,14.1,18.1,16,290
554,2014,JAGUAR,XFR-S,MID-SIZE,5.0,8,AS8,Z,15.7,10.3,13.3,21,306
555,2014,JAGUAR,XJ AWD,FULL-SIZE,3.0,6,AS8,Z,14.6,9.6,12.4,23,285
556,2014,JAGUAR,XJ SUPERCHARGED,FULL-SIZE,5.0,8,AS8,Z,15.8,10.2,13.3,21,306
557,2014,JAGUAR,XJ SUPERCHARGED,FULL-SIZE,5.0,8,AS8,E,20.6,13.6,17.5,16,280
558,2014,JAGUAR,XJL AWD PORTFOLIO,FULL-SIZE,3.0,6,AS8,Z,14.7,9.6,12.4,23,285
559,2014,JAGUAR,XJL SUPERCHARGED,FULL-SIZE,5.0,8,AS8,Z,15.8,10.2,13.3,21,306
560,2014,JAGUAR,XJL SUPERCHARGED,FULL-SIZE,5.0,8,AS8,E,20.6,13.6,17.5,16,280
561,2014,JAGUAR,XJR,FULL-SIZE,5.0,8,AS8,Z,15.8,10.2,13.3,21,306
562,2014,JAGUAR,XJR LWB,FULL-SIZE,5.0,8,AS8,Z,15.8,10.2,13.3,21,306
563,2014,JAGUAR,XK CONVERTIBLE,MINICOMPACT,5.0,8,AS6,Z,15.1,10.6,13.1,22,301
564,2014,JAGUAR,XK COUPE,MINICOMPACT,5.0,8,AS6,Z,14.8,9.9,12.6,22,290
565,2014,JAGUAR,XKR CONVERTIBLE,MINICOMPACT,5.0,8,AS6,Z,15.9,10.9,13.7,21,315
566,2014,JAGUAR,XKR COUPE,MINICOMPACT,5.0,8,AS6,Z,15.6,10.9,13.5,21,310
567,2014,JAGUAR,XKR-S CONVERTIBLE,MINICOMPACT,5.0,8,AS6,Z,15.9,10.9,13.7,21,315
568,2014,JAGUAR,XKR-S COUPE,MINICOMPACT,5.0,8,AS6,Z,15.6,10.9,13.5,21,310
569,2014,JEEP,CHEROKEE,SUV - SMALL,2.4,4,A9,X,10.9,7.7,9.5,30,218
570,2014,JEEP,CHEROKEE,SUV - SMALL,3.2,6,A9,X,12.3,8.3,10.5,27,242
571,2014,JEEP,CHEROKEE 4X4,SUV - SMALL,2.4,4,A9,X,11.3,8.3,10.0,28,230
572,2014,JEEP,CHEROKEE 4X4,SUV - SMALL,3.2,6,A9,X,12.5,8.8,10.8,26,248
573,2014,JEEP,CHEROKEE 4X4 Active Drive II,SUV - SMALL,2.4,4,A9,X,11.4,8.6,10.1,28,232
574,2014,JEEP,CHEROKEE 4X4 Active Drive II,SUV - SMALL,3.2,6,A9,X,12.5,9.1,11.0,26,253
575,2014,JEEP,CHEROKEE TRAILHAWK 4X4,SUV - SMALL,2.4,4,A9,X,12.1,9.4,10.9,26,251
576,2014,JEEP,CHEROKEE TRAILHAWK 4X4,SUV - SMALL,3.2,6,A9,X,13.4,9.5,11.6,24,267
577,2014,JEEP,COMPASS,SUV - SMALL,2.0,4,A6,X,11.1,8.3,9.8,29,225
578,2014,JEEP,COMPASS,SUV - SMALL,2.0,4,M5,X,10.2,7.8,9.1,31,209
579,2014,JEEP,COMPASS,SUV - SMALL,2.4,4,A6,X,11.1,8.3,9.8,29,225
580,2014,JEEP,COMPASS,SUV - SMALL,2.4,4,M5,X,10.3,8.3,9.4,30,216
581,2014,JEEP,COMPASS 4X4,SUV - SMALL,2.4,4,A6,X,11.4,8.7,10.2,28,235
582,2014,JEEP,COMPASS 4X4,SUV - SMALL,2.4,4,M5,X,10.3,8.4,9.4,30,216
583,2014,JEEP,COMPASS 4X4 TRAIL RATED,SUV - SMALL,2.4,4,AV,X,11.7,10.3,11.1,25,255
584,2014,JEEP,GRAND CHEROKEE 4X4 (MDS),SUV - STANDARD,5.7,8,A8,X,17.3,11.7,14.8,19,340
585,2014,JEEP,GRAND CHEROKEE 4X4 DIESEL,SUV - STANDARD,3.0,6,A8,D,11.2,8.4,9.9,29,267
586,2014,JEEP,GRAND CHEROKEE 4X4 FFV,SUV - STANDARD,3.6,6,A8,X,13.9,9.8,12.1,23,278
587,2014,JEEP,GRAND CHEROKEE 4X4 FFV,SUV - STANDARD,3.6,6,A8,E,17.7,13.0,15.6,18,250
588,2014,JEEP,GRAND CHEROKEE 4X4 SRT (MDS),SUV - STANDARD,6.4,8,A8,Z,18.5,12.6,15.8,18,363
589,2014,JEEP,PATRIOT,SUV - SMALL,2.0,4,A6,X,11.1,8.3,9.8,29,225
590,2014,JEEP,PATRIOT,SUV - SMALL,2.0,4,M5,X,10.2,7.8,9.1,31,209
591,2014,JEEP,PATRIOT,SUV - SMALL,2.4,4,A6,X,11.1,8.3,9.8,29,225
592,2014,JEEP,PATRIOT,SUV - SMALL,2.4,4,M5,X,10.3,8.3,9.4,30,216
593,2014,JEEP,PATRIOT 4X4,SUV - SMALL,2.4,4,A6,X,11.4,8.7,10.2,28,235
594,2014,JEEP,PATRIOT 4X4,SUV - SMALL,2.4,4,M5,X,10.3,8.4,9.4,30,216
595,2014,JEEP,PATRIOT 4X4 TRAIL RATED,SUV - SMALL,2.4,4,AV,X,11.7,10.3,11.1,25,255
596,2014,JEEP,WRANGLER 4X4 (2-DOOR),SUV - SMALL,3.6,6,A5,X,14.1,11.1,12.8,22,294
597,2014,JEEP,WRANGLER 4X4 (2-DOOR),SUV - SMALL,3.6,6,M6,X,14.2,11.0,12.8,22,294
598,2014,JEEP,WRANGLER UNLIMITED 4X4 (4-DOOR),SUV - SMALL,3.6,6,A5,X,14.8,11.7,13.4,21,308
599,2014,JEEP,WRANGLER UNLIMITED 4X4 (4-DOOR),SUV - SMALL,3.6,6,M6,X,15.0,11.4,13.4,21,308
600,2014,KIA,CADENZA,FULL-SIZE,3.3,6,A6,X,12.7,8.8,10.9,26,251
601,2014,KIA,FORTE,MID-SIZE,1.8,4,A6,X,9.6,6.6,8.3,34,191
602,2014,KIA,FORTE,MID-SIZE,1.8,4,M6,X,9.3,6.4,8.0,35,184
603,2014,KIA,FORTE,MID-SIZE,2.0,4,A6,X,9.8,6.6,8.4,34,193
604,2014,KIA,FORTE,MID-SIZE,2.0,4,M6,X,9.7,6.8,8.4,34,193
605,2014,KIA,FORTE 5,FULL-SIZE,1.6,4,A6,X,11.1,8.0,9.7,29,223
606,2014,KIA,FORTE 5,FULL-SIZE,1.6,4,M6,X,11.1,8.2,9.8,29,225
607,2014,KIA,FORTE 5,FULL-SIZE,2.0,4,A6,X,9.7,6.8,8.4,34,193
608,2014,KIA,FORTE 5,FULL-SIZE,2.0,4,M6,X,9.8,7.0,8.5,33,196
609,2014,KIA,FORTE KOUP,COMPACT,1.6,4,A6,X,10.6,7.9,9.4,30,216
610,2014,KIA,FORTE KOUP,COMPACT,1.6,4,M6,X,10.8,8.1,9.6,29,221
611,2014,KIA,FORTE KOUP,COMPACT,2.0,4,A6,X,9.6,7.0,8.4,34,193
612,2014,KIA,FORTE KOUP,COMPACT,2.0,4,M6,X,9.8,7.2,8.6,33,198
613,2014,KIA,OPTIMA,MID-SIZE,2.0,4,A6,X,11.7,7.6,9.9,29,228
614,2014,KIA,OPTIMA,MID-SIZE,2.4,4,A6,X,10.2,6.8,8.7,32,200
615,2014,KIA,RIO,COMPACT,1.6,4,A6,X,8.7,6.3,7.6,37,175
616,2014,KIA,RIO,COMPACT,1.6,4,M6,X,8.7,6.4,7.7,37,177
617,2014,KIA,RIO ECO,COMPACT,1.6,4,A6,X,8.5,6.4,7.6,37,175
618,2014,KIA,RONDO,STATION WAGON - MID-SIZE,2.0,4,A6,X,10.5,7.5,9.2,31,212
619,2014,KIA,RONDO,STATION WAGON - MID-SIZE,2.0,4,M6,X,10.8,7.4,9.3,30,214
620,2014,KIA,SEDONA,MINIVAN,3.5,6,A6,X,13.7,9.9,12.0,24,276
621,2014,KIA,SORENTO,SUV - SMALL,2.4,4,A6,X,11.8,8.5,10.3,27,237
622,2014,KIA,SORENTO,SUV - SMALL,3.3,6,A6,X,12.9,9.5,11.4,25,262
623,2014,KIA,SORENTO 4WD,SUV - SMALL,2.4,4,A6,X,12.3,9.3,11.0,26,253
624,2014,KIA,SORENTO 4WD,SUV - SMALL,3.3,6,A6,X,13.4,9.9,11.8,24,271
625,2014,KIA,SOUL,STATION WAGON - SMALL,1.6,4,A6,X,9.8,7.9,8.9,32,205
626,2014,KIA,SOUL,STATION WAGON - SMALL,1.6,4,M6,X,9.9,7.8,9.0,31,207
627,2014,KIA,SOUL,STATION WAGON - SMALL,2.0,4,A6,X,10.1,7.8,9.1,31,209
628,2014,KIA,SOUL ECO Dynamics,STATION WAGON - SMALL,2.0,4,A6,X,9.7,7.8,8.8,32,202
629,2014,KIA,SPORTAGE,SUV - SMALL,2.4,4,A6,X,11.4,8.3,10.0,28,230
630,2014,KIA,SPORTAGE,SUV - SMALL,2.4,4,M6,X,12.9,9.3,11.3,25,260
631,2014,KIA,SPORTAGE AWD,SUV - SMALL,2.0,4,A6,X,12.7,9.7,11.4,25,262
632,2014,KIA,SPORTAGE AWD,SUV - SMALL,2.4,4,A6,X,12.0,9.1,10.7,26,246
633,2014,LAMBORGHINI,AVENTADOR COUPE,TWO-SEATER,6.5,12,A7,Z,22.8,12.9,18.3,15,421
634,2014,LAMBORGHINI,GALLARDO COUPE,TWO-SEATER,5.2,10,A6,Z,18.0,12.8,15.7,18,361
635,2014,LAMBORGHINI,GALLARDO COUPE,TWO-SEATER,5.2,10,M6,Z,20.6,13.5,17.4,16,400
636,2014,LAND ROVER,LR2,SUV - SMALL,2.0,4,AS6,Z,13.5,9.9,11.9,24,274
637,2014,LAND ROVER,LR4,SUV - STANDARD,3.0,6,AS8,Z,16.3,12.4,14.5,19,334
638,2014,LAND ROVER,RANGE ROVER EVOQUE,SUV - SMALL,2.0,4,AS9,Z,11.3,7.9,9.8,29,225
639,2014,LAND ROVER,RANGE ROVER EVOQUE COUPE,SUV - SMALL,2.0,4,AS9,Z,11.3,7.9,9.8,29,225
640,2014,LAND ROVER,RANGE ROVER LWB V8 5.0 SC,SUV - STANDARD,5.0,8,AS8,Z,18.0,12.2,15.4,18,354
641,2014,LAND ROVER,RANGE ROVER LWB V8 5.0 SC FFV,SUV - STANDARD,5.0,8,AS8,Z,17.2,12.5,15.1,19,347
642,2014,LAND ROVER,RANGE ROVER LWB V8 5.0 SC FFV,SUV - STANDARD,5.0,8,AS8,E,25.0,16.9,21.4,13,342
643,2014,LAND ROVER,RANGE ROVER SPORT V6 3.0 SC,SUV - STANDARD,3.0,6,AS8,Z,14.2,10.2,12.4,23,285
644,2014,LAND ROVER,RANGE ROVER SPORT V6 3.0 SC FFV,SUV - STANDARD,3.0,6,AS8,Z,14.2,10.2,12.4,23,285
645,2014,LAND ROVER,RANGE ROVER SPORT V6 3.0 SC FFV,SUV - STANDARD,3.0,6,AS8,E,19.4,14.9,17.4,16,278
646,2014,LAND ROVER,RANGE ROVER SPORT V8 5.0 SC,SUV - STANDARD,5.0,8,AS8,Z,17.3,12.2,15.0,19,345
647,2014,LAND ROVER,RANGE ROVER SPORT V8 5.0 SC FFV,SUV - STANDARD,5.0,8,AS8,Z,16.6,12.3,14.7,19,338
648,2014,LAND ROVER,RANGE ROVER SPORT V8 5.0 SC FFV,SUV - STANDARD,5.0,8,AS8,E,24.0,16.6,20.7,14,331
649,2014,LAND ROVER,RANGE ROVER V6 3.0 SC,SUV - STANDARD,3.0,6,AS8,Z,14.1,10.1,12.3,23,283
650,2014,LAND ROVER,RANGE ROVER V6 3.0 SC FFV,SUV - STANDARD,3.0,6,AS8,Z,14.1,10.1,12.3,23,283
651,2014,LAND ROVER,RANGE ROVER V6 3.0 SC FFV,SUV - STANDARD,3.0,6,AS8,E,19.4,14.8,17.3,16,277
652,2014,LAND ROVER,RANGE ROVER V8 5.0 SC,SUV - STANDARD,5.0,8,AS8,Z,18.0,12.2,15.4,18,354
653,2014,LAND ROVER,RANGE ROVER V8 5.0 SC FFV,SUV - STANDARD,5.0,8,AS8,Z,17.2,12.5,15.1,19,347
654,2014,LAND ROVER,RANGE ROVER V8 5.0 SC FFV,SUV - STANDARD,5.0,8,AS8,E,25.0,16.9,21.4,13,342
655,2014,LEXUS,CT 200h,COMPACT,1.8,4,AV,X,5.5,5.8,5.6,50,129
656,2014,LEXUS,ES 300h,MID-SIZE,2.5,4,AV6,X,5.8,6.2,6.0,47,138
657,2014,LEXUS,ES 350,MID-SIZE,3.5,6,AS6,X,11.3,7.6,9.6,29,221
658,2014,LEXUS,GS 350,MID-SIZE,3.5,6,AS8,Z,12.1,8.3,10.4,27,239
659,2014,LEXUS,GS 350 AWD,MID-SIZE,3.5,6,AS6,Z,12.5,9.1,11.0,26,253
660,2014,LEXUS,GS 450h,MID-SIZE,3.5,6,AV8,Z,7.7,7.4,7.6,37,175
661,2014,LEXUS,GX 460,SUV - STANDARD,4.6,8,AS6,Z,15.7,11.8,13.9,20,320
662,2014,LEXUS,IS 250,COMPACT,2.5,6,AS6,Z,11.2,7.8,9.7,29,223
663,2014,LEXUS,IS 250 AWD,COMPACT,2.5,6,AS6,Z,11.8,8.7,10.4,27,239
664,2014,LEXUS,IS 250 C,SUBCOMPACT,2.5,6,AS6,Z,11.2,7.8,9.7,29,223
665,2014,LEXUS,IS 350,COMPACT,3.5,6,AS8,Z,12.2,8.7,10.6,27,244
666,2014,LEXUS,IS 350 AWD,COMPACT,3.5,6,AS6,Z,12.5,9.1,11.0,26,253
667,2014,LEXUS,IS 350 C,SUBCOMPACT,3.5,6,AS6,Z,12.1,8.7,10.6,27,244
668,2014,LEXUS,IS F,SUBCOMPACT,5.0,8,AS8,Z,14.6,10.1,12.6,22,290
669,2014,LEXUS,LS 460,MID-SIZE,4.6,8,AS8,Z,14.5,9.6,12.3,23,283
670,2014,LEXUS,LS 460 AWD,MID-SIZE,4.6,8,AS8,Z,15.1,10.3,12.9,22,297
671,2014,LEXUS,LS 460 L AWD,MID-SIZE,4.6,8,AS8,Z,15.1,10.3,12.9,22,297
672,2014,LEXUS,LS 600h L,MID-SIZE,5.0,8,AV8,Z,12.0,10.7,11.4,25,262
673,2014,LEXUS,LX 570,SUV - STANDARD,5.7,8,AS6,Z,18.8,13.6,16.5,17,380
674,2014,LEXUS,RX 350 AWD,SUV - SMALL,3.5,6,AS6,X,13.3,9.8,11.7,24,269
675,2014,LEXUS,RX 350 AWD,SUV - SMALL,3.5,6,AS8,X,12.7,9.1,11.1,25,255
676,2014,LEXUS,RX 450h AWD,SUV - SMALL,3.5,6,AV6,Z,7.9,8.6,8.2,34,189
677,2014,LINCOLN,MKS AWD,FULL-SIZE,3.5,6,AS6,X,13.7,9.4,11.8,24,271
678,2014,LINCOLN,MKS AWD,FULL-SIZE,3.7,6,AS6,X,13.1,9.0,11.3,25,260
679,2014,LINCOLN,MKT AWD,SUV - STANDARD,3.5,6,AS6,X,14.8,10.4,12.8,22,294
680,2014,LINCOLN,MKT LIVERY,SPECIAL PURPOSE VEHICLE,2.0,4,AS6,X,11.5,8.5,10.2,28,235
681,2014,LINCOLN,MKT LIVERY AWD,SPECIAL PURPOSE VEHICLE,3.7,6,A6,X,14.0,9.9,12.2,23,281
682,2014,LINCOLN,MKX AWD,SUV - SMALL,3.7,6,AS6,X,13.7,10.4,12.2,23,281
683,2014,LINCOLN,MKZ,MID-SIZE,2.0,4,AS6,X,10.5,7.1,9.0,31,207
684,2014,LINCOLN,MKZ AWD,MID-SIZE,3.7,6,AS6,X,13.1,9.3,11.4,25,262
685,2014,LINCOLN,MKZ HYBRID,MID-SIZE,2.0,4,AV,X,6.2,6.4,6.3,45,145
686,2014,LINCOLN,NAVIGATOR 4X4 FFV,SUV - STANDARD,5.4,8,A6,X,18.2,13.3,16.0,18,368
687,2014,LINCOLN,NAVIGATOR 4X4 FFV,SUV - STANDARD,5.4,8,A6,E,24.5,18.0,21.6,13,346
688,2014,MASERATI,GHIBLI,MID-SIZE,3.0,6,AS8,Z,15.2,9.6,12.7,22,292
689,2014,MASERATI,GHIBLI AWD,MID-SIZE,3.0,6,AS8,Z,15.2,9.6,12.7,22,292
690,2014,MASERATI,GRANTURISMO,SUBCOMPACT,4.7,8,AS6,Z,18.2,11.4,15.1,19,347
691,2014,MASERATI,GRANTURISMO CONVERTIBLE,SUBCOMPACT,4.7,8,AS6,Z,18.2,11.7,15.3,18,352
692,2014,MASERATI,QUATTROPORTE GTS,FULL-SIZE,3.8,8,AS8,Z,17.6,10.7,14.5,19,334
693,2014,MASERATI,QUATTROPORTE SQ4,FULL-SIZE,3.0,6,AS8,Z,15.9,9.7,13.1,22,301
694,2014,MAZDA,CX-5,SUV - SMALL,2.0,4,AS6,X,8.9,7.3,8.2,34,189
695,2014,MAZDA,CX-5,SUV - SMALL,2.0,4,M6,X,9.0,6.8,8.0,35,184
696,2014,MAZDA,CX-5,SUV - SMALL,2.5,4,AS6,X,9.6,7.4,8.6,33,198
697,2014,MAZDA,CX-5 4WD,SUV - SMALL,2.0,4,AS6,X,9.3,7.6,8.5,33,196
698,2014,MAZDA,CX-5 4WD,SUV - SMALL,2.5,4,AS6,X,9.8,7.9,8.9,32,205
699,2014,MAZDA,CX-9,SUV - SMALL,3.7,6,AS6,X,14.2,10.0,12.3,23,283
700,2014,MAZDA,CX-9 4WD,SUV - SMALL,3.7,6,AS6,X,14.3,10.6,12.6,22,290
701,2014,MAZDA,MAZDA2,COMPACT,1.5,4,A4,X,8.4,6.9,7.7,37,177
702,2014,MAZDA,MAZDA2,COMPACT,1.5,4,M5,X,8.0,6.7,7.4,38,170
703,2014,MAZDA,MAZDA3 4-DOOR,COMPACT,2.0,4,AS6,X,7.9,5.7,6.9,41,159
704,2014,MAZDA,MAZDA3 4-DOOR,COMPACT,2.0,4,M6,X,8.0,5.8,7.0,40,161
705,2014,MAZDA,MAZDA3 4-DOOR,COMPACT,2.5,4,AS6,X,8.4,6.1,7.4,38,170
706,2014,MAZDA,MAZDA3 4-DOOR (i-ELOOP),COMPACT,2.5,4,AS6,X,8.3,6.1,7.3,39,168
707,2014,MAZDA,MAZDA3 4-DOOR (SIL),COMPACT,2.0,4,M6,X,8.0,5.8,7.0,40,161
708,2014,MAZDA,MAZDA3 5-DOOR,MID-SIZE,2.0,4,AS6,X,8.0,5.9,7.1,40,163
709,2014,MAZDA,MAZDA3 5-DOOR,MID-SIZE,2.0,4,M6,X,8.2,5.9,7.2,39,166
710,2014,MAZDA,MAZDA3 5-DOOR,MID-SIZE,2.5,4,AS6,X,8.7,6.5,7.7,37,177
711,2014,MAZDA,MAZDA3 5-DOOR (i-ELOOP),MID-SIZE,2.5,4,AS6,X,8.2,6.1,7.3,39,168
712,2014,MAZDA,MAZDA3 5-DOOR (SIL),MID-SIZE,2.0,4,M6,X,8.2,5.9,7.2,39,166
713,2014,MAZDA,MAZDA5,MINIVAN,2.5,4,AS5,X,10.8,8.4,9.7,29,223
714,2014,MAZDA,MAZDA5,MINIVAN,2.5,4,M6,X,11.1,8.3,9.8,29,225
715,2014,MAZDA,MAZDA6,MID-SIZE,2.5,4,AS6,X,8.8,6.2,7.6,37,175
716,2014,MAZDA,MAZDA6,MID-SIZE,2.5,4,M6,X,9.4,6.4,8.1,35,186
717,2014,MAZDA,MAZDA6 (i-ELOOP),MID-SIZE,2.5,4,AS6,X,8.4,5.9,7.3,39,168
